KO	wilcoxon
ko00040	5.476578819755098
ko00051	5.316269961515562
ko00130	4.786756626679836
ko00430	4.421669672127469
ko00480	5.023925896404081
ko00531	2.9338717069591747
ko00540	4.183127895055283
ko00740	5.0854142255918475
ko00790	4.181755387707342
ko04974	4.4864520189502946
ko05111	5.023651394934492
