Individual	V1.UC9-0	V1.UC8-0	V1.UC7-0	V1.UC62-0	V1.UC61-0	V1.UC6-0	V1.UC57-0	V1.UC48-0	V1.UC46-0	V1.UC44-0	V1.UC43-0	V1.UC42-0	V1.UC41-0	V1.UC37-0	V1.UC36-0	V1.UC34-0	V1.UC33-0	V1.UC32-0	V1.UC30-0	V1.UC29-0	V1.UC28-0	V1.UC27-0	V1.UC24-0	V1.UC19-0	V1.UC18-0	V1.UC16-0	V1.CD9-0	V1.CD8-0	V1.CD42-0	V1.CD4-0	V1.CD38-0	V1.CD36-0	V1.CD34-0	V1.CD31-0	V1.CD3-0	V1.CD30-0	V1.CD29-0	V1.CD28-0	V1.CD27-0	V1.CD24-0	V1.CD22-0	V1.CD2-0	V1.CD19-0	V1.CD16-0	V1.CD14-0	V1.CD13-0	V1.CD11-0	SRR13279763	SRR13279762	SRR13279761	SRR13279760	SRR13279759	SRR13279758	SRR13279757	SRR13279756	SRR13279755	SRR13279754	SRR13279753	SRR13279752	SRR13279751	SRR13279749	SRR13279748	SRR13279747	SRR13279746	SRR13279745	SRR13279744	SRR13279743	SRR13279742	SRR13279741	SRR13279740	SRR13279739	SRR13279738	SRR13279737	SRR13279736	SRR13279735	SRR13279734	SRR13279733	SRR13279732	SRR13279731	SRR13279730	SRR13279729	SRR13279728	SRR13279727	SRR13279726	SRR13279725	SRR13279724	SRR13279723	SRR13279722	SRR13279721	SRR13279720	SRR13279719	SRR13279718	SRR13279717	SRR13279716	SRR13279715	SRR13279714	SRR13279713	SRR13279712	SRR13279711	SRR13279710	SRR13279709	SRR13279708	SRR13279707	SRR13279706	SRR13279705	SRR13279704	SRR13279703	SRR13279702	SRR13279701	SRR13279700	SRR13279699	SRR13279698	SRR13279697	SRR13279696	SRR13279695	SRR13279694	SRR13279693	SRR13279692	SRR13279691	SRR13279690	SRR13279689	SRR13279688	SRR13279687	SRR13279686	SRR13279685	SRR13279684	SRR13279683	SRR13279682	SRR13279681	SRR13279680	SRR13279679	SRR13279678	SRR13279677	SRR13279676	SRR13279675	SRR13279674	SRR13279673	SRR13279670	SRR13279659	SRR13279648	SRR13279637	SRR13279626	SRR13279615	SRR13279604	SRR13279588	SRR13279587	SRR13279586	SRR13279585	SRR13279584	SRR13279583	SRR13279582	SRR10901947	SRR10901945	SRR10901943	SRR10901942	SRR10901940	SRR10901938	SRR10901937	SRR10901936	SRR10901935	SRR10901934	SRR10901932	SRR10901930	SRR10901929	SRR10901928	SRR10901927	SRR10901926	SRR10901923	SRR10901921	SRR10901919	SRR10901917	SRR10901915	SRR10901914	SRR10901913	SRR10901912	SRR10901911	SRR10901910	SRR10901909	SRR10901908	SRR10901907	SRR10901906	SRR10901905	SRR10901904	SRR10901903	SRR10901901	SRR10901900	SRR10901899	SRR10901898	SRR10901897	SRR10901895	SRR10901894	SRR10901893	SRR10901892	SRR10901891	SRR10901890	SRR10901889	SRR10901888	SRR10901887	SRR10901886	SRR10901885	SRR10901884	SRR10901883	SRR10901882	SRR10901881	SRR10901880	SRR10901879	SRR10901878	SRR10901877	SRR10901876	SRR10901875	SRR10901874	SRR10901873	SRR10901872	O2.UC60-0	O2.UC59-0	O2.UC58-0	O2.UC57-0	O2.UC56-0	O2.UC55-0	O2.UC54-0	O2.UC53-0	O2.UC52-0	O2.UC51-0	O2.UC50-0	O2.UC49-0	MH0462	MH0458	MH0457	MH0456	MH0455	MH0454	MH0453	MH0452	MH0451	MH0450	MH0448	MH0447	MH0446	MH0445	MH0444	MH0443	MH0442	MH0441	MH0440	MH0439	MH0438	MH0437	MH0436	MH0435	MH0434	MH0433	MH0432	MH0431	MH0430	MH0429	MH0428	MH0427	MH0426	MH0425	MH0424	MH0423	MH0422	MH0421	MH0420	MH0419	MH0418	MH0417	MH0416	MH0415	MH0414	MH0413	MH0412	MH0411	MH0410	MH0409	MH0408	MH0407	MH0406	MH0405	MH0404	MH0403	MH0333	MH0322	MH0321	MH0318	MH0316	MH0313	MH0307	MH0305	MH0302	MH0292	MH0289	MH0288	MH0287	MH0286	MH0277	MH0276	MH0275	MH0274	MH0272	MH0267	MH0257	MH0253	MH0251	MH0250	MH0247	MH0244	MH0243	MH0239	MH0236	MH0233	MH0230	MH0229	MH0227	MH0224	MH0220	MH0217	MH0212	MH0211	MH0206	MH0205	MH0204	MH0203	MH0200	MH0199	MH0198	MH0197	MH0196	MH0195	MH0193	MH0191	MH0189	MH0188	MH0187	MH0186	MH0185	MH0184	MH0183	MH0182	MH0181	MH0180	MH0179	MH0178	MH0177	MH0176	MH0175	MH0174	MH0173	MH0172	MH0170	MH0169	MH0168	MH0167	MH0166	MH0165	MH0164	MH0163	MH0162	MH0161	MH0160	MH0159	MH0158	MH0157	MH0156	MH0155	MH0154	MH0153	MH0152	MH0151	MH0150	MH0149	MH0148	MH0147	MH0146	MH0145	MH0144	MH0143	MH0142	MH0141	MH0140	MH0139	MH0138	MH0137	MH0136	MH0135	MH0134	MH0133	MH0132	MH0131	MH0130	MH0129	MH0128	MH0127	MH0126	MH0125	MH0124	MH0123	MH0122	MH0121	MH0120	MH0119	MH0118	MH0117	MH0116	MH0115	MH0114	MH0113	MH0111	MH0110	MH0109	MH0108	MH0107	MH0106	MH0105	MH0104	MH0103	MH0102	MH0101	MH0100	MH0099	MH0098	MH0097	MH0096	MH0095	MH0094	MH0093	MH0092	MH0091	MH0090	MH0089	MH0088	MH0087	MH0086	MH0085	MH0084	MH0083	MH0082	MH0081	MH0080	MH0079	MH0078	MH0077	MH0076	MH0075	MH0074	MH0073	MH0072	MH0071	MH0070	MH0069	MH0068	MH0067	MH0066	MH0065	MH0064	MH0063	MH0062	MH0061	MH0060	MH0059	MH0058	MH0057	MH0056	MH0055	MH0054	MH0053	MH0052	MH0051	MH0050	MH0049	MH0048	MH0047	MH0046	MH0045	MH0044	MH0043	MH0042	MH0041	MH0040	MH0039	MH0038	MH0037	MH0036	MH0035	MH0034	MH0033	MH0032	MH0031	MH0030	MH0028	MH0026	MH0025	MH0024	MH0021	MH0020	MH0016	MH0014	MH0012	MH0011	MH0009	MH0006	MH0003	MH0002	ERR710432	ERR710429	ERR710428	ERR710427	ERR688646	ERR688624	ERR688622	ERR688619	ERR688617	ERR688616	ERR688614	ERR688612	ERR688610	ERR688608	ERR688607	ERR688606	ERR688603	ERR688600	ERR688598	ERR688595	ERR688594	ERR688593	ERR688591	ERR688590	ERR688566	ERR688565	ERR688564	ERR688563	ERR688561	ERR688557	ERR688556	ERR688554	ERR688552	ERR688551	ERR688550	ERR688544	ERR688543	ERR688539	ERR688533	ERR688530	ERR688528	ERR688523	ERR688520	ERR688518	ERR688516	ERR688514	ERR688510	ERR688509	ERR688507	ERR688506	ERR275251	ERR260275	ERR260272	ERR260269	ERR260268	ERR260267	ERR260266	ERR260265	ERR260264	ERR260263	ERR260262	ERR260260	ERR260259	ERR260258	ERR260257	ERR260256	ERR260255	ERR260254	ERR260253	ERR260252	ERR260251	ERR260250	ERR260249	ERR260248	ERR260247	ERR260246	ERR260245	ERR260244	ERR260243	ERR260242	ERR260237	ERR260236	ERR260234	ERR260233	ERR260232	ERR260231	ERR260230	ERR260228	ERR260227	ERR260226	ERR260225	ERR260224	ERR260223	ERR260222	ERR260221	ERR260220	ERR260219	ERR260218	ERR260217	ERR260216	ERR260215	ERR260211	ERR260209	ERR260205	ERR260204	ERR260200	ERR260197	ERR260195	ERR260193	ERR260187	ERR260184	ERR260183	ERR260180	ERR260177	ERR260175	ERR260172	ERR260171	ERR260170	ERR260168	ERR260164	ERR260163	ERR260160	ERR260158	ERR260157	ERR260156	ERR260154	ERR260153	ERR260150	ERR260148	ERR260147	ERR260146	ERR260145	ERR260143	ERR260142	ERR260141	ERR260138	ERR260137	ERR260136	ERR260135	ERR260134	ERR260133	ERR260132	ERR1190788	ERR1190787	ERR1190786	ERR1190785	ERR1190784	ERR1190783	ERR1190782	ERR1190781	ERR1190780	ERR1190779	ERR1190778	ERR1190777	ERR1190776	ERR1190775	ERR1190774	ERR1190773	ERR1190772	ERR1190771	ERR1190770	ERR1190769	ERR1190768	ERR1190767	ERR1190766	ERR1190765	ERR1190764	ERR1190763	ERR1190762	ERR1190761	ERR1190760	ERR1190759	ERR1190758	ERR1190757	ERR1190756	ERR1190755	ERR1190754	ERR1190753	ERR1190752	ERR1190751	ERR1190750	ERR1190749	ERR1190748	ERR1190726	ERR1190725	ERR1190724	ERR1190723	ERR1190722	ERR1190721	ERR1190720	ERR1190719	ERR1190718	ERR1190717	ERR1190716	ERR1190713	ERR1190711	ERR1190705	ERR1190704	ERR1190703	ERR1190702	ERR1190701	ERR1190700	ERR1190699	ERR1190698	ERR1190697	ERR1190696	ERR1190695	ERR1190694	ERR1190693	ERR1190692	ERR1190691	ERR1190690	ERR1190689	ERR1190688	ERR1190687	ERR1190686	ERR1190685	ERR1190684	ERR1190683	ERR1190682	ERR1190681	ERR1190680	ERR1190679	ERR1190678	ERR1190677	ERR1190676	ERR1190675	ERR1190674	ERR1190673	ERR1190672	ERR1190671	ERR1190670	ERR1190669	ERR1190668	ERR1190667	ERR1190666	ERR1190665	ERR1190664	ERR1190663	ERR1190662	ERR1190661	ERR1190660	ERR1190659	ERR1190658	ERR1190657	ERR1190656	ERR1190655	ERR1190654	ERR1190653	ERR1190652	ERR1190651	ERR1190650	ERR1190649	ERR1190648	ERR1190647	ERR1190646	ERR1190645	ERR1190644	ERR1190643	ERR1190642	ERR1190641	ERR1190640	ERR1190639	ERR1190638	ERR1190637	ERR1190636	ERR1190635	ERR1190634	ERR1190633	ERR1190632	ERR1190631	ERR1190630	ERR1190629	ERR1190628	ERR1190627	ERR1190626	ERR1190625	ERR1190624	ERR1190623	ERR1190622	ERR1190621	ERR1190609	ERR1190608	ERR1190607	ERR1190606	ERR1190605	ERR1190604	ERR1190603	ERR1190602	ERR1190601	ERR1190600	ERR1190599	ERR1190598	ERR1190597	ERR1190596	ERR1190595	ERR1190594	ERR1190593	ERR1190592	ERR1190591	ERR1190590	ERR1190589	ERR1190588	ERR1190587	ERR1190586	ERR1190585	ERR1190584	ERR1190583	ERR1190582	ERR1190581	ERR1190580	ERR1190579	ERR1190578	ERR1190577	ERR1190576	ERR1190575	ERR1190574	ERR1190573	ERR1190572	ERR1190571	ERR1190570	ERR1190569	ERR1190568	ERR1190567	ERR1190566	ERR1190565	ERR1190564	ERR1190563	ERR1190562	ERR1190561	ERR1190560	ERR1190559	ERR1190558	ERR1190557	ERR1190556	ERR1190555	ERR1190554	ERR1190553	ERR1190552	ERR1190551	ERR1190550	ERR1190549	ERR1190548	ERR1190547	ERR1190546	ERR1190545	ERR1190544	ERR1190543	ERR1190542	ERR1190541	ERR1190540	ERR1190539	ERR1190538	ERR1190537	ERR1190536	ERR1190535	ERR1190534	ERR1190533	ERR1190532
Methanobacteria	0.47277	8.50878	0	0.5803	0	0.00981	0.63411	0.24018	0	0	1.93233	0	0.0647	0.97614	15.4032	0	0	0	9.74047	0.27537	0	0	0.03878	0	0	36.12889	9.81874	21.33592	0	0	0	0	0.2581	0	0	0.86521	0.00896	0	0	0	7.82425	0.23607	0.00608	0.53218	2.62246	0.34398	0	0	0	0	0	0	0	0	0.93294	0.00043	0	0	0	0	0.00393	0	0	0.32683	0	0	0.00439	0.01837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255	0	0	0	0	0	0	0	0.00259	0	0	0	0	0.00375	0	0	0.15663	0	0	0	0	0.33232	0	0	0	0	0	0	0	0.0601	0	0.24358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04524	1.03839	0	2.94301	0.11996	0	0.75208	0	0	6.71711	1.21943	3.0161	0	0	0	0	0	0	0.06734	0	0.06728	0	0	0	0.44957	0	0.06747	0	0	0.79573	0	0.5811	0.1371	0.61064	0.33843	0.61207	0.04688	0.8338	0.44251	0.94022	0	0	0	0	0.09134	0	0.25036	0	0.05887	0	0.24852	0	0.0761	0	0.43323	0	0	0	0.02527	0	0.00683	0	0.17088	0	0	1.47352	0	1.32563	0.47105	1.42538	0.04636	1.26181	0.00649	1.39959	0.2061	1.49249	0	1.53962	0	0	0	0	0	0	0	0.28459	0	0.04069	0.52285	0	0.42395	0.00495	0.50451	0.01161	0.42554	0.47188	0.64789	0	0	0.52011	0	0	0	0	0.02785	0	0	1.26262	0	1.27575	0.27608	1.49088	0.19183	1.71217	0.15011	0	0	0.16736	0	0	0	0	0	0	0	0	0	0.8552	0	0.80826	0	0.05104	1.45304	0	0.8334	0.01305	0.71672	0	0	0.15339	0	0	0.26266	0	0.77924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16082	0	0.03801	0.14762	0	0	0	0	0	0	0	0	0	0.18355	0	0	3.84506	4.42068	0.0766	0.09309	0	0	0.86051	0	0.19632	0.01728	0	0	0.2797	0	0	0.57531	0.21713	2.28757	0	0.00164	0	0	0	0	0.83543	0	0	1.53135	0	0.60121	0	1.53871	0	0.0105	1.41744	0.82984	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09687	0.19927	0	2.45306	0	0.02846	0	0.06905	0	0	0	0.06068	0.23103	0	0	0	0.11125	1.23379	0	0.26488	0	0	0.75921	0	0.01509	0	0.92201	0	0.18556	0.28815	0.05623	0.13718	0.05165	0	0	0	0	0	0	0	0.15659	0	0	0	0	0	0.14413	0.04139	0	0.07572	0	0.13635	0.12234	0.05267	0	0.60158	0.03878	0.12571	0	0	0.01851	0.47879	4.04425	0.38876	0	0	0	17.2328	1.01157	0	0	0	2.34682	0	0	0	0	0.58768	0	17.71507	0	0	0	0	0	0	0.1453	0	1.67904	0	0	0	0	1.9119	0	0	0.00124	4.51735	0	0	0.37484	0	0	0	0	0	0.62579	1.59281	0	0	0	0.32014	1.22834	0	0	0	0.41356	1.24196	0.37659	0.83914	0	11.87375	0.54617	0	0	4.63073	0.82107	1.10192	0.33997	0	0	4.37058	0.62037	0.05184	12.74227	0.96236	4.5481	0	0	0	0	0	0	3.0088	0	0	3.94418	0.18615	6.02446	9.49139	0	2.45949	0	4.33126	4.98198	0	8.73976	2.4474	2.84275	0	0	8.07145	0	0	2.63857	0	0.87225	0	0	5.544	0	2.69499	1.42162	0	11.16199	2.35435	0	6.6595	11.39124	1.05417	0	0.35034	0	0	0	0	0	0	0	11.09843	0	0	0.1051	4.12383	0	0	5.29822	0	0	5.05167	0	0	7.36828	2.49237	0.83149	0	0	0.08956	0	0	0	1.4806	0	0	0	0	0	0.28366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01624	0	0	0	0	0	0	0.02378	0	0	0	0	0	0	0	0	0	2.74264	0	0	0	0	0	0	0	0	0	0	0	0	1.12838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33897	0	0	0	0	0	0	0	0	2.23281	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoplasmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08938	0	0.06828	0	0	0	0.91501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10586	0	0	0	0	0	0	0.13038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	0.80568	0.56902	0.24483	2.93743	0.65463	0.35896	0.45781	4.30332	0.6087	0.25523	2.07961	4.62347	0.22433	0.65945	0.78685	5.00147	14.91965	0.04928	5.03629	1.29229	0.03827	5.24934	0.13125	0.03981	0.44781	0.06263	0	0	0.44019	0.28449	0.8219	9.51379	0.21369	2.50022	0.32216	0.61681	0.69168	0.00178	0.89193	0.91178	11.5871	0	5.9038	0.57787	0	0.35134	0	0.1154	0	1.36622	0	0	0	0.01909	0.0655	0	0.05081	0.04511	0.05641	0.06705	0	0	0.053	0.02059	0.11433	0.32723	0.07889	0.10467	0.10704	0.02489	1.44727	0	0.01825	0	0.00285	0.00503	0	0.13279	0.66731	0.04784	0.04433	0	0.16049	0.22898	0.00675	0	0	0.01407	0	0.00978	0.03776	0.12795	0	0	0	0.15823	0.05776	0.01442	0.11527	0.09477	0.04299	0.84298	0.0011	0.09347	0.8794	0.00034	0.02436	0	0.00078	0.00361	0.00501	0.06942	0.41617	0.01624	0.24108	1.72115	19.60957	0.04412	0.11165	0.10037	0.00925	0.00426	0.0993	0	0	0.07486	0.00485	0.00031	0	0	1.22596	0.00607	0.01242	0.011	0	0	0.10672	0.00515	0	0.07132	0.2764	0	0.02436	0	0.00943	0	0	0	0	0	0.26561	0.01025	0	0	0.12926	0.30471	3.04022	0.74919	3.65534	0.3357	1.03136	0.22418	0.65783	6.02362	0.07788	0.051	1.56746	4.62281	3.00564	10.2181	2.28759	0.30514	3.95781	0.46043	1.17264	0.11278	25.41993	0.17975	0.02627	0	6.2129	0.34197	0.76601	0.02315	4.43265	0.12805	0.0941	0.24112	0.09299	2.98648	0.1628	0.31033	0	0.04388	0.0064	0.2888	2.21269	5.74053	0.08243	0.85866	4.69137	0.77275	3.49619	0.50897	0.82599	0.00385	0.40971	1.15152	0.05891	0.01018	0.02705	0.0008	0.00785	0.86856	2.02625	3.66856	0.35493	0.6254	0	0.0065	0.41565	0.05515	2.2829	0.77905	0	0.09275	2.79202	0.12637	0.00166	0	0.90284	0.00323	0.60912	0.00988	0.33347	0.14539	4.5232	0.05812	0.03957	0.06792	2.68066	0.2704	0.81453	0.03777	0	0.02965	5.77115	0.02186	1.03512	0.3311	0.73868	0.21923	1.7599	0.05572	0.00295	0	0.54802	0	0.59733	0	4.18396	0.11503	1.87727	0.10331	2.03643	0.03811	0.35512	0.09973	0.2186	0	0.11762	0	1.17582	0	0.23971	0.07857	0.43515	1.17649	5.57052	0.194	3.50913	0.43721	3.35519	0.37246	0.30619	1.90494	1.85928	1.22826	0.47805	1.34742	0.24575	0.09247	0	0	1.09888	0.09535	0.0066	0.00892	0.12015	0.37413	0.84128	0.00438	0.15663	1.67459	0.25507	0.75463	0.21399	1.10785	1.03202	1.78285	0.61916	0.56853	0.12765	0.63705	1.45501	0.10896	1.25795	0.84267	2.04584	0.07205	0.95275	0.72796	0.2578	0.46268	0.68188	0.42088	0.56749	0.51507	0.80022	1.6478	0.09619	0.01574	7.51928	0.71908	0	0	0.14776	0.08807	0.26508	0	0.48223	0	0.37474	0.67859	0.3134	0.27291	0	0.41401	0	0.3584	0.02074	0.13412	0.19274	0	0.1417	0.31153	1.9052	0	0.01172	0	1.82486	0.00922	0.29573	0.01585	0.00049	0	0.59808	0	1.0945	0.43053	0	0.12477	0.68457	0.2234	0.81912	0	0.4922	0.40394	0.05287	0.23902	1.47312	0.33177	0.11892	1.94565	1.02981	0.50011	0.10885	0.92367	4.81777	0.04437	2.94156	0.52795	0.2791	0.49892	0.28934	0.14454	0.42168	0.83601	0.02491	0.05008	0.21308	2.14563	0.38028	1.38696	2.0162	0.17838	0.01856	0.3657	0.0929	0.15969	0.06953	0.21048	0.06917	0.07204	1.23335	0.09956	0.74377	0.61405	0.47799	0.54406	0.13741	0.3484	0.02327	0.08435	0.01743	0.01437	0.32514	0.01442	0.42548	0.82414	0.12524	0.47902	2.59121	0.06439	0	0.3763	0.17185	0.25329	0	0	0.1366	0.39639	0.166	0.11052	0.19047	0.2328	0	0.39098	0.05886	1.63913	0.23546	0.23424	2.96343	0.06968	0.13776	0.0646	0.44954	0	0.43729	0.78751	0.10658	0.03253	0.05644	0.13572	1.18533	0.69621	0.23807	0	0.13373	0.11655	0.1448	0.56495	0	0.01646	0.16004	0.17839	0.11181	1.87675	0.19999	0.03406	0.04567	0	0	1.13098	0	0.13227	0.02558	0.17841	0.06908	0.82434	0	1.18793	0	0.44109	0.26004	0	0.13914	1.853	0.36918	0.14735	0.01489	0.23913	0.5117	13.58067	3.45228	4.23175	1.05241	11.73996	1.49284	14.18637	0.00037	20.27693	14.24117	3.67794	15.41535	19.82538	13.99482	0.25151	1.90473	4.69532	1.72536	30.17169	1.02613	63.5596	15.00643	37.70342	3.76587	0.12698	7.63543	15.50451	1.71517	2.62793	15.33951	11.64455	50.32475	14.93069	2.26274	30.13878	10.16254	0.29713	0.01187	7.06822	25.343	3.78077	4.09715	12.37921	11.72493	5.83277	0.00856	22.42674	16.2861	10.99422	4.54911	3.52915	2.09929	4.79786	2.91403	1.11153	3.55352	1.70957	0.00461	3.75813	3.39966	10.17856	3.1368	1.60661	1.43079	4.22264	4.12775	2.24796	3.53124	1.33147	4.62918	2.6144	0.56553	4.47001	0.19429	0.65434	0.05292	2.83448	0.97788	4.51267	2.47117	6.37696	2.55422	0.12762	1.77567	2.37668	2.25001	0.23205	10.47225	0.04352	2.03838	6.19374	0.01822	23.61522	0	1.12817	0.11392	0.12798	2.27139	5.13292	1.10247	3.1887	11.1032	1.80912	2.85068	6.59607	1.18918	16.76359	2.14373	4.81135	1.99224	0.63218	4.6862	2.92798	4.58409	14.2023	4.49117	1.34128	4.36424	14.11084	2.00995	0.10941	2.73862	1.92249	0.93437	8.11856	11.7725	2.78865	0.86828	10.87817	0.6318	4.05487	22.21879	2.81302	14.87633	2.41898	7.6458	0.01607	1.55757	0.28891	2.80425	1.28762	13.85937	0.20219	0.15317	0.02226	0.02762	0.04255	0.05681	0.4852	0.13431	0.01548	0.61223	0.04599	0.56563	5.43771	0.00076	1.90917	0.25481	0.56067	0.59621	0.31227	0.1773	2.73457	0.8081	0	8.62202	6.87867	5.06515	3.64515	0.90121	0.0003	0.56205	0.40638	0.0686	8.47467	1.5054	0.17615	2.13481	0.0416	3.1221	0.02159	0.54899	2.75203	0.06476	8.17314	0.59393	4.53668	0.01102	0.11631	0.39019	8.41022	1.67282	1.27946	1.38552	0.11725	1.54269	0.19849	1.11172	0.99949	4.7503	0.25061	0.17846	0.21367	0.00944	0.00021	0.10158	0.69281	0.0877	0.0168	0.74212	0.02866	0.15228	0.24027	0.43965	1.19763	0.67353	0.0495	0.07291	0	0.03424	1.37092	0.27725	0	0.50257	0.57587	0.13931	12.91593	1.14052	0.02951	0.62207	15.13601	1.06006	0.36451	0.10284	1.13028	0.13606	1.59111	0.06183	0.88718	0.22974	10.6412	0.74512	0.11027	0.00158	5.17757	1.6551	11.44573	3.97395	0	0.4956	1.27514	0.39492	1.73417	5.82975	0.18255	0.05444	0.02383	0.03453	0.23869	0.07978	0.18313	0.25501	0.16211	0.06932	0.00652	0.60993	3.0059	0.69532	0.73837	1.12894	0.70015	0.13135	0.05938	3.39897	0.01039	8.05692	1.40972	0.1676	0.89187	1.10991	0.13287	2.1926	0.6481	0.08367	0.08546	0	0.32065	0.00957	2.76663	0.42676	0.01022	0.07268	0.23407	0.76528	1.0535	0.82357	0.35156	0.03991	0.69779	0.3119	0.38014	0.76879	1.90387	0	0.79105	0.03562	1.02098	0.24328	0.04189	2.0376	0.09266	0.53287	3.81451	0.00555	0.39855	0.82018	1.44348	0.34996	2.16602	6.03763	0	0.19435	3.28019	1.19142	0	0.41812	0.05673	0.13172	0.44218	0.75737	0.34812	2.83165	0.26736	0.12432	1.45971	2.46937	0.55803	0.00782	0.46833	0.73961	1.06164	0.78485	0.08897	0.07659	0.83731	19.71395	4.01584	0.19322	0.67093	0.04006	0.86482	1.20253	3.84381	1.87798	1.46783	0.45119	2.83683	0.12545	0.62465
