KO	wilcoxon
ko00010	2.4394945602307434
ko00030	2.492473343861275
ko00230	3.9986629074919815
ko00290	3.235274320567069
ko00312	1.9195887768306052
ko00550	3.215510214756715
ko00620	3.421660818417488
ko00680	3.259979452830011
ko00970	5.26960471168556
ko01051	2.9750469273974116
ko03015	3.8147469228678563
ko03070	5.5366946415949245
ko03420	4.428532208867175
ko03430	4.682995071175479
ko04122	3.3450749084023674
