KO	wilcoxon
ko00010	3.8962738593355657
ko00030	3.8962738593355657
ko00230	3.2931941306501886
ko00290	4.049171177896219
ko00312	3.6687121410469095
ko00550	3.465032050612431
ko00620	4.889694677775428
ko00680	4.148540709887164
ko00970	4.69534763730695
ko01051	4.067288274889043
ko03015	3.1267089893449174
ko03070	4.328064670997876
ko03420	3.5737346325693764
ko03430	3.979447804620804
ko04122	4.535862283476179
